date,POW,POW to POS,POS,OTHER
2018-10-22,0.6956207902277175,0.11842989449927666,0.08260556634817948,0.10334374892482637
2018-10-23,0.6936838126303561,0.11836568696815407,0.0825382001784529,0.10541230022303696
2018-10-24,0.6959818140688504,0.11803708410248315,0.0816624311644592,0.10431867066420726
2018-10-25,0.6955727571774782,0.11759568288161305,0.08156199191156964,0.10526956802933904
2018-10-26,0.6950102693220065,0.11810775450045423,0.08142867455499286,0.10545330162254642
2018-10-27,0.695829126038583,0.11885256511482395,0.08050772819087344,0.10481058065571959
2018-10-28,0.6942349810338526,0.1189870119732327,0.08100699890795712,0.1057710080849576
2018-10-29,0.6980467295800368,0.11803210209193593,0.07959582619458866,0.10432534213343866
2018-10-30,0.6974881467400427,0.11800971324853857,0.07973303989103374,0.10476910012038503
2018-10-31,0.6963330763459161,0.11789715768419648,0.08009750473615929,0.1056722612337281
2018-11-01,0.6958501852132732,0.11762722104193458,0.08020117029079821,0.106321423453994
2018-11-02,0.6949126876396617,0.11759321218089269,0.08149011396999087,0.10600398620945466
2018-11-03,0.6954891498872564,0.11760376419186779,0.08135859403540015,0.10554849188547567
2018-11-04,0.6931278279858469,0.11948726060861424,0.08218764893445062,0.10519726247108818
2018-11-05,0.68801543314852,0.11880745998850037,0.08180325537088973,0.11137385149208986
2018-11-06,0.6790374968957252,0.12038230589790792,0.08346812826675241,0.11711206893961446
2018-11-07,0.682704803090563,0.11956932619862182,0.0816714784373113,0.11605439227350385
2018-11-08,0.6881829740204619,0.11975924879289428,0.082242072504068,0.10981570468257579
2018-11-09,0.6859773156117217,0.11968669568844359,0.08188620956912844,0.11244977913070629
2018-11-10,0.6843919501616886,0.12029314016941764,0.08235458795748005,0.11296032171141372
2018-11-11,0.6833112180040045,0.11978140037331797,0.08396276506549141,0.11294461655718606
2018-11-12,0.6809300218794221,0.11980785456276159,0.08339062884664847,0.11587149471116788
2018-11-13,0.6845684944409963,0.11868438742239942,0.08169683598446023,0.11505028215214406
2018-11-14,0.6837711112169599,0.11589980402728509,0.08119272727464791,0.11913635748110714
2018-11-15,0.6786191263369675,0.11674086042308647,0.08267345345333289,0.12196655978661315
2018-11-16,0.6799513487477183,0.1154226577142388,0.0828496977343029,0.12177629580373997
2018-11-17,0.6758549734537012,0.11430327649387709,0.08330943269510478,0.12653231735731696
2018-11-18,0.6730886542081207,0.11455035896649793,0.08312204193984801,0.12923894488553336
2018-11-19,0.6675578878253325,0.11073835271527696,0.08327513679163512,0.13842862266775535
2018-11-20,0.669952486414278,0.10828601856629173,0.08119142159493911,0.1405700734244912
2018-11-21,0.6685462667356838,0.10956567684569846,0.08222027083933064,0.13966778557928705
2018-11-22,0.6703922025940025,0.10782901839848481,0.08094677400599415,0.14083200500151863
2018-11-23,0.6761867261467371,0.1063700394629177,0.0809074301437058,0.13653580424663933
2018-11-24,0.6715297263949771,0.10906923847304978,0.07950323160428212,0.13989780352769096
2018-11-25,0.6756340010405517,0.10898307974479594,0.07929028250272684,0.13609263671192554
2018-11-26,0.6766616855998877,0.10762034132099955,0.07875899749283728,0.1369589755862754
2018-11-27,0.6778447900971849,0.10814865134235079,0.07662385210457476,0.13738270645588951
2018-11-28,0.6803174698226998,0.10858196613744785,0.07643352460124038,0.134667039438612
2018-11-29,0.6871195349478777,0.10522309779278503,0.07557480731067837,0.13208255994865895
2018-11-30,0.6833701791537206,0.10722863070975984,0.0760919016564061,0.13330928848011347
2018-12-01,0.6851721616845321,0.10759823846976613,0.07586674504467503,0.13136285480102675
